Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
João Ricardo Riedi,Fortaleza,1,BRA,GK,36-057,90.0,0,0,0,0,0,0,0,0,43.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,38.0,"50,0",0.0,22.0,0.0,0.0,0.0,2024-11-02
Pablo,Athletico Paranaense,92,BRA,FW,32-132,90.0,0,0,0,0,4,1,0,0,26.0,0.0,0,1.0,0.2,0.2,0.1,3.0,0.0,13.0,16.0,"81,3",2.0,16.0,1.0,1.0,1.0,2024-11-02
Julimar,Athletico Paranaense,20,BRA,AM,23-282,85.0,1,0,0,0,4,1,0,0,42.0,1.0,1,1.0,0.2,0.2,0.0,2.0,0.0,19.0,31.0,"61,3",3.0,23.0,5.0,2.0,0.0,2024-11-02
Emersonn,Athletico Paranaense,90,BRA,AM,20-109,5.0,0,0,0,0,1,0,0,0,4.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,1.0,2.0,"50,0",0.0,4.0,1.0,1.0,0.0,2024-11-02
Nikão,Athletico Paranaense,11,BRA,AM,32-096,90.0,0,0,0,0,2,0,0,0,50.0,1.0,0,0.0,0.1,0.1,0.2,6.0,1.0,33.0,47.0,"70,2",4.0,25.0,0.0,1.0,1.0,2024-11-02
Fernandinho,Athletico Paranaense,5,BRA,CM,39-182,18.0,0,0,0,0,2,0,0,0,19.0,2.0,0,0.0,0.2,0.2,0.0,1.0,0.0,10.0,14.0,"71,4",2.0,15.0,1.0,0.0,0.0,2024-11-02
João Machado Cruz,Athletico Paranaense,57,BRA,CM,18-174,61.0,0,1,0,0,2,0,0,0,40.0,0.0,0,0.0,0.1,0.1,0.1,6.0,1.0,20.0,29.0,"69,0",2.0,22.0,3.0,3.0,1.0,2024-11-02
Bruno Zapelli,Athletico Paranaense,10,ARG,CM,22-169,29.0,0,0,0,0,0,0,0,0,24.0,0.0,1,0.0,0.0,0.0,0.1,4.0,0.0,13.0,21.0,"61,9",2.0,11.0,0.0,0.0,0.0,2024-11-02
Filipinho,Athletico Paranaense,23,BRA,WB,23-015,90.0,0,0,0,0,1,1,0,0,59.0,5.0,5,1.0,0.0,0.0,0.0,5.0,0.0,35.0,45.0,"77,8",5.0,32.0,2.0,3.0,1.0,2024-11-02
Tomás Cuello,Athletico Paranaense,28,ARG,WB,24-242,85.0,0,0,0,0,2,1,1,0,57.0,1.0,1,0.0,0.0,0.0,0.0,5.0,0.0,40.0,50.0,"80,0",4.0,38.0,5.0,3.0,2.0,2024-11-02
Leonardo Godoy,Athletico Paranaense,29,ARG,WB,29-188,5.0,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,"50,0",0.0,1.0,0.0,0.0,0.0,2024-11-02
Lucas Esquivel,Athletico Paranaense,37,ARG,CB,23-019,90.0,0,0,0,0,1,0,0,0,103.0,1.0,4,2.0,0.0,0.0,0.0,2.0,0.0,75.0,93.0,"80,6",9.0,56.0,2.0,1.0,0.0,2024-11-02
Thiago Heleno,Athletico Paranaense,44,BRA,CB,36-046,90.0,0,0,0,0,3,0,0,0,90.0,0.0,0,1.0,0.1,0.1,0.0,2.0,0.0,73.0,85.0,"85,9",3.0,56.0,0.0,0.0,0.0,2024-11-02
Kaique Rocha,Athletico Paranaense,4,BRA,CB,23-248,90.0,0,0,0,0,0,0,0,0,68.0,0.0,3,1.0,0.0,0.0,0.1,2.0,0.0,47.0,56.0,"83,9",2.0,38.0,0.0,0.0,0.0,2024-11-02
Mycael,Athletico Paranaense,41,BRA,GK,20-235,90.0,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,"72,4",0.0,14.0,0.0,0.0,0.0,2024-11-02
Alerrandro,Vitória,9,BRA,FW,24-295,72.0,1,0,0,0,3,2,0,0,27.0,0.0,1,1.0,0.4,0.4,0.1,2.0,1.0,11.0,18.0,"61,1",2.0,15.0,2.0,0.0,0.0,2024-11-02
Janderson,Vitória,39,BRA,FW,25-180,18.0,0,0,0,0,0,0,0,0,12.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,"57,1",1.0,7.0,2.0,2.0,1.0,2024-11-02
Everaldo,Vitória,37,BRA,LM,30-158,45.0,0,0,0,0,0,0,0,0,20.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,"61,5",0.0,13.0,0.0,1.0,1.0,2024-11-02
Carlos Eduardo,Vitória,96,BRA,LM,28-023,45.0,0,0,0,0,1,0,0,0,16.0,1.0,1,1.0,0.1,0.1,0.2,2.0,0.0,5.0,9.0,"55,6",1.0,9.0,0.0,0.0,0.0,2024-11-02
Willian,Vitória,29,BRA,CM,31-170,90.0,0,0,0,0,2,1,1,0,45.0,2.0,2,2.0,0.1,0.1,0.1,3.0,0.0,23.0,34.0,"67,6",2.0,22.0,0.0,0.0,0.0,2024-11-02
Ricardo,Vitória,28,BRA,CM,30-249,60.0,0,0,0,0,0,0,0,0,26.0,1.0,0,2.0,0.0,0.0,0.0,1.0,1.0,14.0,21.0,"66,7",5.0,14.0,0.0,0.0,0.0,2024-11-02
Machado,Vitória,36,BRA,CM,28-287,30.0,0,0,0,0,1,0,1,0,10.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,"83,3",0.0,4.0,0.0,0.0,0.0,2024-11-02
Matheusinho,Vitória,30,BRA,RM,27-015,90.0,1,0,0,0,3,1,0,0,41.0,0.0,0,1.0,0.5,0.5,0.2,5.0,0.0,23.0,28.0,"82,1",5.0,28.0,2.0,2.0,1.0,2024-11-02
Lucas Esteves,Vitória,16,BRA,LB,24-131,90.0,0,1,0,0,1,1,0,0,42.0,1.0,0,1.0,0.0,0.0,0.2,4.0,1.0,24.0,31.0,"77,4",3.0,19.0,1.0,1.0,1.0,2024-11-02
Wagner,Vitória,4,BRA,CB,25-102,90.0,0,0,0,0,0,0,0,0,34.0,2.0,1,5.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,"78,3",0.0,18.0,0.0,0.0,0.0,2024-11-02
Neris,Vitória,77,BRA,CB,32-138,90.0,0,0,0,0,0,0,0,0,33.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,"55,0",0.0,13.0,0.0,0.0,0.0,2024-11-02
EDU,Vitória,43,BRA,CB,24-139,72.0,0,0,0,0,0,0,0,0,50.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,"61,0",2.0,19.0,0.0,0.0,0.0,2024-11-02
José Hugo,Vitória,17,BRA,CB,25-016,18.0,0,0,0,0,0,0,0,0,11.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,"71,4",2.0,5.0,2.0,2.0,0.0,2024-11-02
Raúl Cáceres,Vitória,27,PAR,RB,33-045,60.0,0,1,0,0,0,0,0,0,28.0,2.0,0,0.0,0.0,0.0,0.3,0.0,0.0,15.0,24.0,"62,5",4.0,15.0,3.0,0.0,0.0,2024-11-02
Willean Lepo,Vitória,97,BRA,RB,27-291,30.0,0,0,0,0,0,0,0,0,10.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,"85,7",1.0,4.0,1.0,1.0,0.0,2024-11-02
Lucas Arcanjo,Vitória,1,BRA,GK,26-086,90.0,0,0,0,0,0,0,1,0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,"53,1",0.0,17.0,0.0,0.0,0.0,2024-11-02
Memphis,Corinthians,94,NED,FW,30-265,62.0,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,7.0,12.0,"58,3",1.0,10.0,0.0,2.0,0.0,2024-11-04
Breno,Corinthians,27,BRA,FW,19-258,28.0,0,0,0,0,0,0,0,0,17.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,"92,9",0.0,6.0,1.0,1.0,1.0,2024-11-04
Yuri Alberto,Corinthians,9,BRA,FW,23-231,74.0,1,0,0,0,4,3,0,0,24.0,0.0,0,0.0,0.7,0.7,0.0,0.0,0.0,2.0,6.0,"33,3",0.0,16.0,3.0,2.0,1.0,2024-11-04
Ángel Romero,Corinthians,11,PAR,FW,32-123,16.0,0,0,0,0,1,0,0,0,12.0,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,5.0,6.0,"83,3",0.0,7.0,1.0,1.0,1.0,2024-11-04
Rodrigo Garro,Corinthians,10,ARG,AM,26-305,90.0,1,1,0,0,1,1,0,0,62.0,4.0,0,4.0,0.0,0.0,0.4,2.0,1.0,32.0,44.0,"72,7",5.0,32.0,2.0,1.0,1.0,2024-11-04
Alex Santana,Corinthians,80,BRA,CM,29-175,57.0,0,0,0,0,0,0,0,0,32.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,"87,5",0.0,19.0,1.0,1.0,1.0,2024-11-04
André Carrillo,Corinthians,19,PER,CM,33-143,33.0,0,0,0,0,0,0,0,0,18.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,"80,0",4.0,11.0,0.0,0.0,0.0,2024-11-04
José Andrés Martínez,Corinthians,70,VEN,CM,30-089,90.0,0,0,0,0,0,0,0,0,45.0,2.0,4,2.0,0.0,0.0,0.0,3.0,1.0,21.0,33.0,"63,6",1.0,19.0,0.0,1.0,1.0,2024-11-04
Hugo,Corinthians,46,BRA,WB,27-067,74.0,0,0,0,0,0,0,1,0,39.0,5.0,0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,"55,6",1.0,11.0,1.0,1.0,0.0,2024-11-04
Matheus Bidu,Corinthians,21,BRA,WB,25-184,16.0,0,0,0,0,0,0,0,0,12.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,"87,5",0.0,7.0,0.0,1.0,0.0,2024-11-04
Matheuzinho,Corinthians,2,BRA,WB,24-057,90.0,0,1,0,0,0,0,1,0,44.0,2.0,3,2.0,0.0,0.0,0.2,3.0,1.0,29.0,36.0,"80,6",3.0,19.0,1.0,2.0,2.0,2024-11-04
Félix Torres Caicedo,Corinthians,3,ECU,CB,27-298,90.0,0,0,0,0,0,0,0,0,39.0,0.0,3,0.0,0.0,0.0,0.0,1.0,1.0,27.0,34.0,"79,4",1.0,24.0,0.0,0.0,0.0,2024-11-04
Gustavo Henrique,Corinthians,13,BRA,CB,31-225,90.0,0,0,0,0,0,0,0,0,52.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,41.0,"75,6",0.0,22.0,0.0,0.0,0.0,2024-11-04
André Ramalho,Corinthians,5,BRA,CB,32-262,45.0,0,0,0,0,0,0,0,0,29.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,"100,0",0.0,9.0,0.0,0.0,0.0,2024-11-04
Raniele,Corinthians,14,BRA,CB,27-309,45.0,0,0,0,0,0,0,0,0,15.0,3.0,0,0.0,0.0,0.0,0.1,1.0,0.0,8.0,10.0,"80,0",1.0,4.0,1.0,0.0,0.0,2024-11-04
Hugo Souza,Corinthians,1,BRA,GK,25-278,90.0,0,0,0,0,0,0,0,0,39.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,"66,7",0.0,21.0,0.0,0.0,0.0,2024-11-04
José López,Palmeiras,42,ARG,FW,23-334,62.0,0,0,0,0,2,2,0,0,22.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,7.0,13.0,"53,8",0.0,12.0,3.0,1.0,0.0,2024-11-04
Rony,Palmeiras,10,BRA,FW,29-177,28.0,0,0,0,0,2,1,0,0,5.0,1.0,0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,2.0,"50,0",0.0,3.0,0.0,0.0,0.0,2024-11-04
Felipe Anderson,Palmeiras,9,BRA,LW,31-203,57.0,0,0,0,0,2,1,0,0,38.0,2.0,0,0.0,0.2,0.2,0.1,4.0,0.0,22.0,32.0,"68,8",4.0,24.0,1.0,1.0,0.0,2024-11-04
Dudu,Palmeiras,7,BRA,LW,32-302,33.0,0,0,0,0,1,0,0,0,21.0,1.0,1,0.0,0.1,0.1,0.1,4.0,0.0,8.0,15.0,"53,3",1.0,15.0,2.0,3.0,1.0,2024-11-04
Estevão,Palmeiras,41,BRA,RW,18-194,67.0,0,0,0,0,0,0,0,0,34.0,2.0,0,1.0,0.0,0.0,0.4,6.0,0.0,19.0,24.0,"79,2",3.0,25.0,4.0,7.0,4.0,2024-11-04
Gabriel Menino,Palmeiras,25,BRA,RW,24-036,23.0,0,0,0,0,2,0,1,0,19.0,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,10.0,14.0,"71,4",1.0,9.0,1.0,0.0,0.0,2024-11-04
Raphael Veiga,Palmeiras,23,BRA,AM,29-138,90.0,0,0,0,0,2,0,0,0,42.0,0.0,0,0.0,0.2,0.2,0.1,4.0,0.0,25.0,37.0,"67,6",3.0,18.0,1.0,0.0,0.0,2024-11-04
Aníbal Moreno,Palmeiras,5,ARG,DM,25-175,68.0,0,0,0,0,1,0,1,0,41.0,0.0,1,2.0,0.1,0.1,0.1,2.0,0.0,30.0,34.0,"88,2",4.0,18.0,0.0,1.0,0.0,2024-11-04
Mauricio,Palmeiras,18,BRA,DM,23-166,22.0,0,0,0,0,1,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,12.0,"100,0",4.0,9.0,0.0,0.0,0.0,2024-11-04
Richard Ríos,Palmeiras,27,COL,DM,24-155,90.0,0,0,0,0,3,0,0,0,80.0,2.0,1,1.0,0.1,0.1,0.0,3.0,0.0,56.0,64.0,"87,5",11.0,54.0,4.0,5.0,1.0,2024-11-04
Caio Paulista,Palmeiras,16,BRA,LB,26-177,57.0,0,0,0,0,0,0,0,0,46.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,"68,6",0.0,24.0,8.0,2.0,1.0,2024-11-04
Vanderlan,Palmeiras,6,BRA,LB,22-058,33.0,0,0,0,0,0,0,0,0,20.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,15.0,"73,3",3.0,10.0,2.0,2.0,1.0,2024-11-04
Gustavo Gómez,Palmeiras,15,PAR,CB,31-182,90.0,0,0,0,0,1,0,0,0,53.0,2.0,2,1.0,0.1,0.1,0.0,0.0,0.0,31.0,42.0,"73,8",3.0,24.0,0.0,1.0,0.0,2024-11-04
Vitor Reis,Palmeiras,44,BRA,CB,18-297,90.0,0,0,0,0,0,0,0,0,63.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,47.0,58.0,"81,0",2.0,30.0,0.0,0.0,0.0,2024-11-04
Marcos Rocha,Palmeiras,2,BRA,RB,35-329,90.0,0,0,0,0,0,0,1,0,105.0,3.0,0,2.0,0.0,0.0,0.1,4.0,0.0,74.0,95.0,"77,9",14.0,49.0,5.0,2.0,1.0,2024-11-04
Wéverton,Palmeiras,21,BRA,GK,36-327,90.0,0,0,0,0,0,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,26.0,"69,2",0.0,15.0,0.0,0.0,0.0,2024-11-04
Luciano Rodríguez,Bahia,17,URU,FW,21-112,90.0,0,0,0,0,6,2,0,0,38.0,0.0,0,1.0,0.3,0.3,0.0,6.0,0.0,15.0,22.0,"68,2",5.0,27.0,2.0,7.0,2.0,2024-11-05
Cauly Oliveira Souza,Bahia,8,BRA,LW,29-051,61.0,0,0,0,0,1,0,0,0,39.0,1.0,0,0.0,0.1,0.1,0.2,5.0,0.0,21.0,31.0,"67,7",1.0,20.0,0.0,3.0,1.0,2024-11-05
Rafael Ratão,Bahia,21,BRA,LW,28-341,29.0,0,0,0,0,2,1,0,0,19.0,1.0,0,0.0,0.1,0.1,0.0,2.0,0.0,9.0,13.0,"69,2",3.0,9.0,1.0,1.0,0.0,2024-11-05
Ademir Santos,Bahia,7,BRA,RW,29-263,62.0,0,0,0,0,3,0,0,0,31.0,1.0,0,0.0,0.3,0.3,0.0,3.0,0.0,12.0,21.0,"57,1",2.0,21.0,6.0,3.0,1.0,2024-11-05
Everaldo Stum,Bahia,9,BRA,RW,33-123,28.0,0,0,0,0,2,0,0,0,10.0,0.0,0,0.0,0.3,0.3,0.1,2.0,0.0,6.0,8.0,"75,0",2.0,8.0,0.0,0.0,0.0,2024-11-05
Everton Ribeiro,Bahia,10,BRA,"AM,RM",35-209,90.0,0,0,0,0,0,0,0,0,63.0,1.0,3,1.0,0.0,0.0,0.2,5.0,0.0,50.0,58.0,"86,2",14.0,43.0,5.0,1.0,1.0,2024-11-05
Jean Lucas,Bahia,6,BRA,DM,26-136,60.0,0,0,0,0,2,1,1,0,38.0,3.0,0,2.0,0.1,0.1,0.0,1.0,0.0,26.0,27.0,"96,3",5.0,16.0,2.0,0.0,0.0,2024-11-05
Nicolás Acevedo,Bahia,26,URU,"CM,DM",25-205,30.0,0,0,0,0,1,0,0,0,23.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,17.0,"82,4",4.0,18.0,0.0,3.0,2.0,2024-11-05
Caio Alexandre,Bahia,19,BRA,DM,25-255,69.0,0,0,0,0,0,0,0,0,52.0,1.0,0,2.0,0.0,0.0,0.2,5.0,0.0,43.0,47.0,"91,5",8.0,39.0,1.0,0.0,0.0,2024-11-05
Carlos de Pena,Bahia,14,URU,LM,32-239,21.0,0,0,0,0,2,0,0,0,25.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,23.0,"78,3",6.0,9.0,1.0,0.0,0.0,2024-11-05
Luciano Juba,Bahia,46,BRA,LB,25-068,90.0,0,0,0,0,2,1,0,0,48.0,1.0,0,0.0,0.1,0.1,0.3,4.0,0.0,37.0,44.0,"84,1",6.0,31.0,1.0,0.0,0.0,2024-11-05
Kanu,Bahia,4,BRA,CB,27-243,90.0,0,0,0,0,0,0,1,0,57.0,1.0,3,2.0,0.0,0.0,0.0,1.0,0.0,44.0,46.0,"95,7",6.0,36.0,2.0,1.0,0.0,2024-11-05
Gabriel,Bahia,3,BRA,CB,23-183,90.0,0,0,0,0,2,1,1,0,60.0,4.0,3,1.0,0.1,0.1,0.0,1.0,0.0,45.0,47.0,"95,7",3.0,26.0,1.0,0.0,0.0,2024-11-05
Santiago Arias,Bahia,13,COL,RB,32-297,90.0,0,0,0,0,1,0,0,0,66.0,2.0,2,1.0,0.0,0.0,0.4,5.0,0.0,54.0,60.0,"90,0",8.0,41.0,3.0,0.0,0.0,2024-11-05
Marcos Felipe,Bahia,22,BRA,GK,28-206,90.0,0,0,0,0,0,0,0,0,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,"80,0",0.0,18.0,0.0,0.0,0.0,2024-11-05
Jonathan Calleri,São Paulo,9,ARG,FW,31-043,90.0,0,0,0,0,1,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,19.0,"78,9",1.0,13.0,1.0,1.0,0.0,2024-11-05
Ferreira,São Paulo,47,BRA,LW,26-310,62.0,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.2,2.0,0.0,16.0,26.0,"61,5",1.0,28.0,4.0,5.0,3.0,2024-11-05
Wellington Rato,São Paulo,27,BRA,"LW,RW",32-130,28.0,1,1,0,0,2,1,0,0,17.0,1.0,0,0.0,0.5,0.5,0.1,1.0,1.0,8.0,11.0,"72,7",0.0,8.0,2.0,0.0,0.0,2024-11-05
Lucas Moura,São Paulo,7,BRA,"RW,AM",32-084,90.0,1,0,0,0,2,1,0,0,44.0,0.0,1,0.0,0.2,0.2,0.0,3.0,0.0,19.0,30.0,"63,3",5.0,27.0,3.0,3.0,1.0,2024-11-05
Luciano,São Paulo,10,BRA,AM,31-171,81.0,0,0,0,0,3,0,0,0,27.0,3.0,0,0.0,0.2,0.2,0.0,2.0,0.0,18.0,18.0,"100,0",4.0,21.0,1.0,1.0,0.0,2024-11-05
Rodrigo Nestor,São Paulo,11,BRA,LW,24-088,9.0,0,0,0,0,0,0,0,0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,"75,0",0.0,3.0,0.0,0.0,0.0,2024-11-05
Luiz Gustavo,São Paulo,16,BRA,DM,37-105,90.0,1,0,0,0,2,2,0,0,74.0,3.0,2,2.0,0.2,0.2,0.0,3.0,1.0,59.0,63.0,"93,7",4.0,51.0,1.0,2.0,1.0,2024-11-05
Marcos Antônio,São Paulo,20,BRA,DM,24-145,59.0,0,0,0,0,0,0,1,0,45.0,0.0,1,1.0,0.0,0.0,0.1,1.0,0.0,36.0,40.0,"90,0",4.0,27.0,0.0,1.0,1.0,2024-11-05
Liziero,São Paulo,26,BRA,DM,26-272,31.0,0,0,0,0,0,0,0,0,21.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,"71,4",0.0,12.0,0.0,1.0,0.0,2024-11-05
Jamal Lewis,São Paulo,3,NIR,LB,26-285,58.0,0,0,0,0,0,0,0,0,24.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,"75,0",0.0,14.0,0.0,0.0,0.0,2024-11-05
Robert Arboleda,São Paulo,5,ECU,"CB,LB",33-014,32.0,0,0,0,0,0,0,0,0,21.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,"100,0",0.0,10.0,0.0,0.0,0.0,2024-11-05
José Sabino,São Paulo,35,BRA,"CB,LB",28-011,90.0,0,0,0,0,0,0,1,0,55.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,43.0,"74,4",1.0,32.0,1.0,2.0,2.0,2024-11-05
Alan Franco,São Paulo,28,ARG,CB,28-025,90.0,0,0,0,0,0,0,0,0,64.0,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,51.0,54.0,"94,4",2.0,40.0,0.0,0.0,0.0,2024-11-05
Igor Vinícius de Souza,São Paulo,2,BRA,RB,27-218,81.0,0,0,0,0,0,0,0,0,60.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,52.0,"96,2",3.0,34.0,3.0,2.0,1.0,2024-11-05
Rafinha,São Paulo,13,BRA,RB,39-059,9.0,0,0,0,0,0,0,0,0,10.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,"85,7",0.0,7.0,0.0,0.0,0.0,2024-11-05
Rafael Pires,São Paulo,23,BRA,GK,35-135,90.0,0,0,0,0,0,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,34.0,"88,2",0.0,21.0,0.0,0.0,0.0,2024-11-05
Rafael Borré,Internacional,19,COL,FW,29-051,74.0,0,0,0,0,3,1,0,0,28.0,0.0,0,0.0,0.3,0.3,0.0,2.0,0.0,14.0,18.0,"77,8",2.0,17.0,2.0,0.0,0.0,2024-11-05
Enner Valencia,Internacional,13,ECU,FW,35-001,16.0,0,0,0,0,1,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,"75,0",0.0,4.0,2.0,0.0,0.0,2024-11-05
Wesley,Internacional,21,BRA,LW,25-220,90.0,1,0,0,0,4,4,1,0,56.0,3.0,0,0.0,0.2,0.2,0.0,7.0,2.0,30.0,40.0,"75,0",7.0,39.0,3.0,10.0,8.0,2024-11-05
Bruno Tabata,Internacional,17,BRA,RW,27-220,61.0,0,0,0,0,2,2,0,0,57.0,0.0,0,4.0,0.1,0.1,0.0,2.0,0.0,38.0,46.0,"82,6",7.0,35.0,2.0,0.0,0.0,2024-11-05
Gabriel Carvalho,Internacional,34,BRA,RW,17-080,29.0,0,0,0,0,0,0,0,0,33.0,0.0,0,2.0,0.0,0.0,0.0,3.0,0.0,27.0,27.0,"100,0",2.0,26.0,2.0,6.0,4.0,2024-11-05
Alan Patrick,Internacional,10,BRA,AM,33-176,74.0,1,0,0,0,3,2,0,0,59.0,2.0,0,0.0,0.6,0.6,0.4,7.0,1.0,42.0,51.0,"82,4",5.0,38.0,4.0,2.0,0.0,2024-11-05
Wanderson,Internacional,11,BRA,AM,30-029,16.0,0,0,0,0,1,0,0,0,11.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,"57,1",1.0,6.0,1.0,1.0,0.0,2024-11-05
Thiago Maia,Internacional,29,BRA,DM,27-227,61.0,0,0,0,0,1,0,0,0,45.0,0.0,1,0.0,0.2,0.2,0.1,3.0,0.0,34.0,42.0,"81,0",3.0,25.0,1.0,0.0,0.0,2024-11-05
Bruno Henrique,Internacional,8,BRA,DM,35-015,29.0,0,0,0,0,1,0,0,0,46.0,3.0,1,2.0,0.0,0.0,0.0,2.0,0.0,33.0,36.0,"91,7",7.0,26.0,0.0,0.0,0.0,2024-11-05
Romulo,Internacional,40,BRA,DM,24-249,89.0,0,0,0,0,3,0,0,0,82.0,3.0,2,0.0,0.1,0.1,0.0,3.0,0.0,67.0,71.0,"94,4",7.0,57.0,0.0,0.0,0.0,2024-11-05
Luis Otávio,Internacional,39,BRA,DM,17-207,1.0,0,0,0,0,0,0,0,0,11.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,"100,0",2.0,8.0,0.0,0.0,0.0,2024-11-05
Alexandro Bernabei,Internacional,26,ARG,LB,24-042,90.0,0,0,0,0,0,0,0,0,70.0,2.0,2,0.0,0.0,0.0,0.5,3.0,0.0,44.0,59.0,"74,6",7.0,39.0,1.0,4.0,0.0,2024-11-05
Vitão,Internacional,44,BRA,CB,24-277,90.0,0,0,0,0,0,0,0,0,80.0,1.0,2,0.0,0.0,0.0,0.0,2.0,0.0,70.0,73.0,"95,9",6.0,55.0,0.0,0.0,0.0,2024-11-05
Agustín Rogel,Internacional,18,URU,CB,27-019,90.0,0,1,0,0,0,0,0,0,65.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,51.0,56.0,"91,1",6.0,38.0,0.0,0.0,0.0,2024-11-05
Bruno Gomes,Internacional,15,BRA,RB,23-215,90.0,0,0,0,0,1,0,0,0,99.0,2.0,1,1.0,0.0,0.0,0.0,2.0,1.0,72.0,90.0,"80,0",11.0,76.0,8.0,4.0,2.0,2024-11-05
Sergio Rochet,Internacional,1,URU,GK,31-227,90.0,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,"90,9",0.0,8.0,0.0,0.0,0.0,2024-11-05
Felipe Vizeu,Criciúma,9,BRA,FW,27-238,44.0,0,0,0,0,0,0,0,1,17.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,12.0,"91,7",0.0,13.0,0.0,1.0,0.0,2024-11-05
Yannick Bolasie,Criciúma,11,COD,FW,35-165,76.0,0,0,0,0,2,2,0,0,18.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,"40,0",1.0,13.0,0.0,2.0,0.0,2024-11-05
Matheusinho,Criciúma,17,BRA,FW,26-268,14.0,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,"50,0",0.0,5.0,0.0,1.0,0.0,2024-11-05
Fellipe Mateus,Criciúma,7,BRA,LM,33-267,55.0,0,0,0,0,0,0,0,0,25.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,"83,3",1.0,13.0,1.0,1.0,1.0,2024-11-05
